Date,Time,Moisture,Temperature,Humidity,X,Y,Z,R,G,B
11/20/2019,12:53:22,279,8.38,52.68,0.34,-0.19,0.92,,,
11/20/2019,12:53:33,302,8.36,52.65,0.34,-0.19,0.9,,,
11/20/2019,12:53:44,331,8.38,52.72,0.34,-0.19,0.9,,,
11/20/2019,12:53:55,304,8.36,52.42,0.34,-0.19,0.91,,,
11/20/2019,12:54:06,276,8.38,52.14,0.34,-0.19,0.9,,,
11/20/2019,12:54:17,315,8.36,51.99,0.33,-0.19,0.91,,,
11/20/2019,12:54:28,284,8.36,52.19,0.34,-0.2,0.9,,,
11/20/2019,12:54:39,284,8.36,52.32,0.34,-0.19,0.9,,,
11/20/2019,12:54:51,316,8.36,52.37,0.34,-0.2,0.91,,,
11/20/2019,12:55:02,270,8.36,52.39,0.33,-0.2,0.9,,,
11/20/2019,12:55:13,270,8.38,52.3,0.34,-0.19,0.9,,,
11/20/2019,12:55:24,302,8.35,52.28,0.34,-0.2,0.91,,,
11/20/2019,12:55:35,295,8.36,52.25,0.34,-0.19,0.9,,,
11/20/2019,12:55:46,285,8.32,52.38,0.34,-0.19,0.91,,,
11/20/2019,12:55:57,293,8.32,52.54,0.34,-0.2,0.9,,,
11/20/2019,12:56:08,281,8.34,52.73,0.33,-0.19,0.91,,,
11/20/2019,12:56:19,289,8.35,52.95,0.34,-0.19,0.91,,,
11/20/2019,12:56:30,301,8.34,52.84,0.34,-0.2,0.9,,,
11/20/2019,12:56:41,288,8.35,52.75,0.34,-0.2,0.91,,,
11/20/2019,12:56:52,309,8.38,52.7,0.34,-0.2,0.91,,,
11/20/2019,12:57:03,310,8.43,52.81,0.34,-0.2,0.9,,,
11/20/2019,12:57:15,312,8.42,52.67,0.33,-0.2,0.9,,,
11/20/2019,12:57:26,308,8.47,52.64,0.34,-0.19,0.91,,,
11/20/2019,12:57:37,356,8.47,52.75,0.34,-0.19,0.9,,,
11/20/2019,12:57:48,280,8.46,52.86,0.34,-0.2,0.9,,,
11/20/2019,12:57:59,280,8.49,52.89,0.33,-0.2,0.91,,,
11/20/2019,12:58:10,337,8.47,53.05,0.34,-0.2,0.91,,,
11/20/2019,12:58:21,350,8.49,53.05,0.34,-0.2,0.9,,,
11/20/2019,12:58:34,307,8.49,52.8,0.34,-0.19,0.91,,,
11/20/2019,12:58:45,236,8.47,52.58,0.34,-0.19,0.9,,,
11/20/2019,12:58:57,305,8.45,52.35,0.34,-0.19,0.9,,,
11/20/2019,12:59:08,288,8.4,52.23,0.34,-0.19,0.91,,,
11/20/2019,12:59:19,276,8.39,52.16,0.33,-0.2,0.91,,,
11/20/2019,12:59:30,295,8.35,52.23,0.33,-0.2,0.9,,,
11/20/2019,12:59:41,357,8.34,52.16,0.34,-0.19,0.91,,,
11/20/2019,12:59:53,359,8.32,52.38,0.34,-0.19,0.9,,,
11/20/2019,13:00:04,298,8.31,52.49,0.34,-0.19,0.9,,,
11/20/2019,13:00:15,352,8.31,52.64,0.34,-0.19,0.91,,,
11/20/2019,13:00:27,303,8.32,52.69,0.34,-0.19,0.91,,,
11/20/2019,13:00:38,287,8.35,52.61,0.34,-0.19,0.9,,,
11/20/2019,13:00:49,322,8.34,52.64,0.33,-0.19,0.91,,,
11/20/2019,13:01:00,314,8.35,52.48,0.34,-0.2,0.91,,,
11/20/2019,13:01:12,287,8.35,52.44,0.34,-0.2,0.9,,,
11/20/2019,13:01:23,367,8.36,52.28,0.34,-0.19,0.91,,,
11/20/2019,13:01:34,280,8.36,52.15,0.33,-0.19,0.9,,,
